compañia,pasajeros,duracion,distancia,direccion,hora,dia
1,1,615,2.931008525135242,48.28794095277771,22,Lunes
1,1,282,1.3334108511631244,-26.91380044154377,4,Viernes
2,1,55,0.3202228986430351,77.14071630996412,1,Sabado
2,1,997,2.101360086704459,-134.6029472469827,10,Lunes
2,1,427,2.4233607954429286,179.6351382003777,17,Viernes
2,1,537,0.5850678726978337,-3.9686971676715417,10,Lunes
2,1,447,0.9849287502486768,-13.051087843764734,14,Lunes
1,1,426,0.8604621742981705,130.59258856560874,11,Domingo
2,6,456,1.3351866807566626,-77.08991432386239,16,Miercoles
1,1,815,1.5883610213713546,47.67797030380304,15,Martes
1,3,467,2.671004901354064,27.12757587021043,16,Domingo
1,2,632,1.6730326564824003,-131.15640301924722,15,Viernes
1,1,657,1.4527188317426356,-61.49844933390798,10,Martes
2,6,762,1.7553799889273292,-70.80767981250654,22,Sabado
1,1,955,7.248583200375204,37.075512880886066,2,Domingo
1,1,367,1.2187007948592377,26.99603337926049,23,Miercoles
2,6,638,1.9020688581712604,172.7177694908469,19,Miercoles
2,1,380,0.9665703673868802,-111.14160343360321,0,Viernes
1,1,528,1.744576647635436,-152.61295302104358,18,Martes
2,1,782,3.3200430371918186,11.49484416003012,15,Sabado
1,1,590,3.1470005580295752,108.5689501960346,20,Lunes
2,3,239,2.2470489168254177,28.50709076611957,11,Sabado
2,2,468,2.1578649780855064,-11.891477013209105,1,Domingo
1,1,713,2.2467900308989126,-127.70452380489648,17,Miercoles
2,1,837,4.318246802123503,167.34053816215982,1,Lunes
1,1,85,0.7695453031199251,-152.27852072386463,22,Lunes
2,2,252,1.2478138777489804,28.711413290053358,9,Viernes
2,6,390,2.747957406929689,28.90533205485845,7,Viernes
1,1,730,2.06192539886442,162.41770753411743,13,Martes
2,1,746,3.431819604212308,-157.70468665688645,20,Viernes
1,1,894,5.256428084723407,-92.69006306435243,18,Martes
1,1,487,2.230648530970166,39.55978075243921,19,Jueves
1,1,347,0.788449311235549,29.859688652100786,11,Jueves
2,1,391,1.6956331014459287,-54.992225497863856,0,Domingo
2,1,325,1.0067513249707796,91.75863679527723,8,Domingo
2,1,393,1.3780587293458322,58.588319176717434,16,Lunes
1,1,493,2.3573536585402657,-151.9960688156927,13,Domingo
1,1,231,0.16981337505327898,39.47947625384696,9,Lunes
2,1,367,1.320861504573681,-134.3263429464431,12,Domingo
2,1,990,3.4281719594715345,23.18450652191352,10,Viernes
2,5,967,8.530775229465744,168.99443807753485,23,Sabado
1,1,374,1.2107602617891091,91.23992290436443,16,Lunes
1,1,510,1.7570150801691162,9.362686094212313,14,Sabado
1,1,533,0.5479027206885836,-3.6984524113944968,20,Miercoles
1,1,829,2.344733548568213,-51.53400147427555,7,Miercoles
1,1,571,2.0267008707707928,-167.62494904553606,12,Martes
1,1,309,1.7739980394326869,-151.3415669013161,19,Jueves
2,4,718,4.144425477068445,40.881510162775186,7,Lunes
1,1,500,1.6519690066031298,-126.41134348143648,21,Sabado
1,1,656,1.6578584753761023,160.9756864379836,7,Miercoles
1,1,534,1.9427648315164887,-11.508248241514131,2,Sabado
2,1,284,0.9538031566171512,29.86290986364488,8,Jueves
2,2,360,0.9353838646131653,28.60444928862821,14,Martes
2,1,472,1.029731204691427,-172.9005745238686,9,Martes
2,5,556,1.3402356722847684,133.1237387168055,17,Sabado
2,2,599,2.939604129477668,-157.93972085174636,10,Domingo
1,1,329,1.6067989847395034,-161.05948649104974,18,Viernes
2,3,313,1.3948882459417598,-145.67832829343192,11,Sabado
1,2,555,2.216859984364912,176.973672515924,14,Domingo
2,1,827,3.5446073170318377,6.838243676075705,9,Domingo
1,1,378,1.69489139793203,111.39465347606024,21,Martes
1,1,885,2.8288657642545907,-134.66791282176806,11,Domingo
2,5,913,3.2987404087629484,14.762947964090419,23,Jueves
1,1,612,1.4195436787630875,-67.72983746362767,9,Sabado
2,1,658,5.9591194867298745,23.16691818804643,2,Viernes
2,1,668,0.8819324320761162,-107.20170605465195,13,Jueves
2,5,125,0.4749881596011527,19.277965123928574,21,Martes
1,1,157,0.8116634435790185,119.31653498716908,0,Jueves
1,1,149,0.8561474764740512,39.65087865640681,1,Sabado
1,1,228,1.0549951534950752,-143.36884894945405,18,Lunes
2,1,972,1.9782092692651367,-138.0908618322953,21,Martes
2,1,112,0.4615781262192472,5.591796165427442,21,Sabado
2,1,673,2.288270093878636,42.953265428230495,7,Jueves
1,2,178,1.1297483149914422,37.88497324855656,18,Martes
1,1,360,0.9871180425937204,-133.43266401587627,22,Viernes
2,6,806,2.400217878511162,-72.52892540900396,22,Miercoles
2,5,856,2.770861085671398,57.61389256499279,21,Miercoles
2,1,676,1.7678938077232826,-13.59714503251385,14,Miercoles
1,1,862,1.456719863803162,-77.02080664072119,20,Miercoles
2,1,454,2.190338155791547,24.810874195131987,14,Lunes
2,1,886,2.052002997405887,119.04273890838199,14,Martes
1,2,345,1.0232056064684114,60.737407444881505,22,Sabado
1,2,135,0.6909513049916485,42.963292907786496,23,Jueves
2,2,471,2.0704733513606035,-159.66332465598154,18,Jueves
1,1,438,1.9145733160399443,-136.84497259165025,19,Sabado
2,4,447,2.359709002239548,-63.88496720052404,0,Domingo
2,1,109,0.4980331871287013,116.39522392221005,18,Martes
2,1,718,1.7866292194514266,27.967299560264486,11,Lunes
1,1,392,1.9543653053187788,23.847162752427586,12,Lunes
1,1,422,1.505929366004986,-127.42911255106772,7,Martes
2,1,79,0.9915335254966644,28.615355662475967,6,Domingo
1,1,484,1.142312111122325,-11.914057007117153,17,Viernes
2,3,873,2.3442423441192584,-24.91740948130421,21,Sabado
1,1,395,1.0359420163579005,36.308705273550615,10,Jueves
2,1,696,2.129502002200356,-119.28147577755644,12,Domingo
1,2,240,0.3780372803773476,-70.87318592553149,10,Domingo
2,1,710,5.9922658510621645,-92.54091312129086,22,Sabado
2,1,281,1.2807670658088148,-143.6507752041235,9,Viernes
2,2,527,4.039823564953903,-91.07930948809076,11,Viernes
2,1,871,2.1129567285489808,-0.6621523400931174,15,Jueves
1,1,482,2.5480285094941144,46.58428933088254,21,Miercoles
1,1,261,1.1644233270061557,-134.61102246758452,6,Lunes
2,1,163,0.9736685281477158,29.13367516919424,7,Jueves
1,2,464,1.6711438065298925,23.46049967880205,22,Viernes
1,1,647,2.012253412146336,169.5994485249755,9,Lunes
1,1,582,1.9467712360105167,62.52450674718514,7,Martes
2,1,257,0.7083248622888079,17.905451592629994,17,Jueves
2,1,674,5.093972796711825,99.36406544283916,4,Domingo
2,1,374,0.9824913765329096,120.07899077934006,22,Viernes
1,1,632,3.013345918932576,-0.12207542931753546,19,Miercoles
2,1,755,3.0732500075823523,-145.71741384319162,8,Martes
2,1,631,0.9754951912290236,-169.33142632772072,19,Sabado
1,1,338,2.4510632081283146,-144.36991757425662,10,Domingo
1,1,542,2.5824609072010314,-140.15740810202158,9,Sabado
2,1,565,1.6584539814141224,42.29208466376122,18,Miercoles
1,1,268,0.7489778224388176,-15.317231193166249,20,Martes
2,1,774,2.4286940000924093,165.97244690971024,22,Miercoles
1,1,394,2.9759756914383084,151.61959989651467,1,Viernes
1,1,839,3.3884569079736124,50.742314473563745,22,Viernes
2,1,302,1.244352856370395,-33.43621483737435,9,Domingo
1,1,345,1.1483227314158695,-6.459907066630388,1,Sabado
1,1,330,1.1872547215877924,-151.76555059116885,19,Sabado
1,1,657,0.7969870569703627,64.72983584089678,23,Viernes
2,1,379,1.6093616633806336,-157.9241281087018,22,Viernes
2,1,364,0.8935857012043923,-166.10436599626846,14,Miercoles
2,1,482,3.0350045749225067,-155.86778068786683,23,Martes
2,1,505,2.5007334974602085,-106.28383659872357,16,Martes
1,1,233,2.2565484073618736,-151.5369909012418,6,Lunes
2,5,419,1.2177345353853215,13.71176788737908,1,Sabado
2,1,293,1.3134449163674753,20.09161550808416,0,Domingo
1,1,731,2.912438561295268,-135.44130644361417,8,Jueves
2,1,368,0.7970162974511086,151.54458952752682,17,Viernes
2,5,993,2.5622120604002148,67.19879288560189,8,Jueves
1,4,671,1.6719097187346543,-94.86909925620348,20,Viernes
2,1,186,1.0069279090413152,8.625142218270156,3,Miercoles
1,1,549,1.7767307906260958,-32.07877890455354,21,Martes
1,1,227,1.652275950102301,-167.43514120068747,15,Domingo
1,1,569,2.9172462255162337,69.00426983511402,4,Sabado
2,1,69,0.4620449719355912,12.610647218131318,2,Jueves
1,3,510,1.717264439693113,-160.91478796804316,18,Martes
2,1,840,3.0830220019390286,0.5016731313361926,21,Lunes
2,2,657,0.8887341378192577,-139.0698087547361,22,Martes
1,1,227,0.8535247939443986,28.45994400565701,19,Lunes
1,2,538,2.6969555580766964,-16.25069383515688,22,Lunes
2,1,337,1.074654779713708,-139.2713947760827,14,Lunes
1,4,513,2.436408185128811,-9.684059140258997,21,Sabado
2,1,435,2.6578681474971098,29.26431703452236,19,Viernes
2,1,387,2.130646893322264,-62.188532616899394,1,Miercoles
1,3,330,1.1812123796147709,155.399273016182,19,Sabado
2,1,387,0.701686897017209,-76.43232548802573,3,Sabado
1,1,788,0.9284076984542748,-42.64099198006827,9,Martes
1,1,704,1.7837450975215348,59.62528449515912,22,Martes
2,1,273,0.912405775765032,58.712323235764806,23,Martes
2,1,182,1.445621471680652,-151.07463515535775,8,Domingo
2,1,899,3.6941106931286436,168.4281414414988,21,Sabado
1,1,364,0.8141903073233572,127.74254063082084,12,Lunes
2,1,537,1.3797738903428307,44.64909697681634,8,Lunes
2,5,701,1.7883550855914625,179.64999878890214,17,Martes
1,1,662,1.8639124440707413,-80.57553020964271,19,Viernes
1,1,644,1.5860797445014942,117.38101331436614,13,Lunes
1,1,606,1.2535593977760937,-22.514875197694305,14,Martes
2,5,243,1.5273206312909775,-154.6856781553238,7,Viernes
1,1,956,4.548258985806014,-154.79123973206234,1,Domingo
1,1,427,2.1545354430072954,-172.16897219622365,19,Jueves
2,1,522,2.7916017296170024,2.496815119034881,5,Viernes
2,1,275,0.5418368150401197,-92.8248393409336,18,Sabado
2,1,736,6.112300675542428,-148.0607022116786,22,Sabado
1,1,257,1.6954918515785071,28.87798082690054,23,Jueves
2,1,430,2.23282356816661,-170.4505825403116,1,Jueves
2,1,350,1.536176197896775,-139.84189145242593,11,Sabado
2,5,396,1.00910716669305,7.431911362856295,18,Lunes
2,1,356,1.509264994770818,6.674318992006914,11,Sabado
2,1,401,1.149510059903816,-164.62359004753176,21,Miercoles
2,1,459,3.2305940144897263,126.30036258823202,2,Viernes
2,1,727,2.7174573362162304,-160.02002729190926,13,Miercoles
1,1,956,2.273276766451,167.8358780757859,17,Martes
2,5,361,1.1518223758087949,28.51451222198721,11,Martes
1,1,412,1.5781979471620808,63.82333648219262,5,Viernes
2,1,965,2.22582482091246,-130.9411605534722,16,Sabado
1,1,773,2.7503134437353043,-27.251082423480174,8,Miercoles
2,5,696,2.2520147114856965,35.31378745992001,13,Sabado
2,1,560,3.5421302736436395,20.99487263119423,9,Sabado
1,2,537,3.645753012702924,3.595595197135683,4,Sabado
2,1,198,1.6311859755522868,-150.46676013488806,17,Sabado
2,1,443,1.9018585591449244,-134.8246063579809,15,Martes
1,1,509,2.106815581240852,38.31113277595792,13,Miercoles
2,1,530,1.3739753090034508,-122.29845259421188,15,Viernes
2,3,359,0.6396870362596986,-48.30915366132986,0,Domingo
1,2,320,0.9454911940202599,45.18429225023046,20,Domingo
2,1,210,0.7427175459171681,15.656126376989446,11,Viernes
2,2,525,0.8388671289721668,-43.097824202061155,22,Jueves
1,1,651,3.305705065475004,-151.3424840226078,21,Viernes
1,1,468,1.4112788236455611,6.457804265326329,19,Jueves
2,1,396,1.5798788397886052,-64.99581595827786,22,Martes
2,1,772,3.7414479995414847,8.304272801285776,0,Viernes
2,1,690,2.0914996074976004,-98.98800595740495,22,Sabado
1,1,540,0.6665111077908842,-34.560233654865925,10,Martes
1,1,324,1.1320368089091395,99.18065449090334,6,Jueves
1,3,252,1.6962801782028631,-162.1242954252173,17,Jueves
1,1,593,1.2218252831563758,-134.0257526152895,23,Martes
1,1,492,2.1226125702176253,-104.44560881113577,0,Domingo
1,1,599,3.7452956461848568,-153.84608008793754,1,Sabado
2,3,824,2.135295937527503,-157.03118745837568,10,Viernes
2,1,832,3.5358078084874687,33.65453772472196,23,Miercoles
1,2,681,2.44428127178706,131.87502060029104,23,Jueves
2,1,583,2.4783373151979187,-2.7485897598327944,10,Domingo
2,3,600,0.9130319095034796,-24.089777339302092,9,Jueves
1,1,375,0.7930435030894143,111.29254361342285,8,Viernes
1,1,499,3.073420890505891,50.85662963857357,7,Sabado
1,3,388,1.5267734997886393,-37.14442630010304,19,Domingo
2,1,820,6.2199062999769685,26.540898970881344,1,Domingo
1,1,954,6.6821820091125135,28.237679535737964,22,Domingo
1,2,478,2.8770538454623478,16.74456683189603,5,Sabado
2,5,875,3.3197128310329886,-141.9778765286964,7,Miercoles
1,1,492,1.6867424160611544,-131.17028159428722,13,Domingo
2,2,560,2.8384034318452134,17.407622863589076,21,Jueves
1,1,354,1.0639330512029217,10.897895495426743,7,Martes
1,1,366,0.525850264350947,173.6100018454867,10,Miercoles
2,6,758,1.4167755907527215,7.8207794852532935,12,Jueves
1,1,725,2.517723304112733,-127.7805929384988,16,Domingo
2,5,829,1.2346160946511044,-137.61517897378113,19,Miercoles
2,1,723,2.8006049392390944,-116.11260173469113,1,Miercoles
2,5,592,1.6795464989971505,-39.29741353377353,10,Lunes
1,1,552,2.8038553004599636,22.56304291207365,18,Miercoles
2,5,831,2.4548599810299065,-111.28826534110694,1,Sabado
2,6,540,0.8569717945576991,-27.316810047079425,8,Miercoles
2,3,564,0.5425976346007837,-22.710269119745785,8,Viernes
1,1,391,1.1974095044614694,44.71190534015956,10,Lunes
1,1,112,0.4625834206378341,-39.70441246057035,12,Domingo
2,1,527,2.893764559568586,24.774262617524986,18,Martes
1,1,476,0.3858524502278213,-50.792986869236,13,Sabado
2,1,310,1.203728958164484,168.82338878579554,15,Lunes
1,1,633,2.133245017846107,-152.35041217470527,18,Viernes
1,1,295,0.3695818408235585,72.9121188568717,14,Domingo
2,2,521,0.4933136418829178,69.46084230941068,16,Sabado
1,4,706,6.425868973644378,19.886139491223247,17,Sabado
1,2,320,1.0078991288411494,28.70927425701648,14,Martes
2,1,738,1.5057062114810542,-118.9221602302145,15,Miercoles
1,3,657,1.2272367243819755,61.620376461104065,8,Viernes
1,1,168,0.6192949915628768,120.49768672616486,16,Lunes
2,1,946,3.133519807720236,58.23342223069224,20,Martes
2,1,775,2.4638292045678205,-154.8259140831068,10,Viernes
1,1,243,1.2609931820595797,20.638258110110066,20,Lunes
1,1,750,0.8657119246548088,25.830036256889272,12,Jueves
1,2,478,1.456474891358314,61.73028402266196,18,Sabado
2,1,974,1.5029971016575818,-79.44037657246855,10,Miercoles
2,1,888,4.617228863251934,-148.43871563078304,23,Jueves
1,2,361,1.0916317545544694,-102.35871164173638,13,Sabado
2,1,919,2.459941118096459,168.50152906665662,21,Miercoles
1,1,596,2.069849197468705,39.84981654526055,8,Lunes
1,1,618,2.08549421498769,94.6585420134289,21,Jueves
1,1,632,1.6159574555559093,66.39737084389779,19,Miercoles
2,1,584,2.158278512121838,16.203591353864752,20,Miercoles
1,1,219,0.8350058136323221,16.445287435993677,19,Martes
1,1,901,3.0686905431283265,21.215162742049746,7,Martes
1,1,998,7.403508180732888,158.62056304811748,1,Martes
2,1,432,4.136271602849148,27.33363652142435,1,Domingo
1,1,596,1.3082084845428248,-156.06709667245616,21,Domingo
2,1,457,2.0431350961413752,92.57421066404513,23,Martes
1,1,281,1.1635768148368084,32.51901700390251,20,Domingo
1,1,879,1.7822727524832649,108.57641913961544,0,Sabado
2,1,636,0.9431749663533894,-89.73867117055727,12,Lunes
1,1,523,1.928778615987144,35.96784792785239,13,Domingo
1,1,412,1.5897163013159918,-118.80317471357564,14,Sabado
2,6,819,2.497272654397935,-166.34449077721231,12,Viernes
2,2,493,0.34978185214021706,147.43791891317088,15,Sabado
1,1,345,0.7671084839644677,156.30274850158278,15,Viernes
2,2,722,2.3701830755233675,-81.38640912543335,17,Martes
1,3,406,1.1600653395444251,24.174335699076234,14,Lunes
1,1,495,3.2790837878392547,-161.30963993971403,5,Jueves
1,3,273,2.263032158942054,-151.21323411767744,15,Domingo
1,1,523,1.0590068424966868,-70.72460128213088,15,Martes
1,1,801,4.951963078469512,22.68016264658833,0,Lunes
2,3,371,2.3073597727256296,28.483587637335173,19,Sabado
2,1,347,0.4359162943289899,-124.83181179148485,15,Viernes
2,1,427,0.8258790776119385,-122.14433081697292,16,Sabado
1,2,610,5.029789416228168,-147.1779865192076,16,Lunes
2,6,753,1.3676611898637157,93.33737002720129,9,Viernes
2,1,324,1.7363349546031444,84.7230055325227,21,Jueves
2,1,788,2.565190813759384,53.95238663288554,18,Domingo
1,2,649,1.6574707104963349,96.10499783384957,19,Viernes
2,1,761,1.1789770412214704,86.46821863858389,8,Martes
1,1,566,4.148269588696904,-150.04593422308244,6,Martes
2,2,264,1.3469343760628565,23.227334206738487,20,Domingo
2,1,366,1.1256736244347396,125.46815727767914,9,Viernes
2,3,634,3.3774963936323186,26.428322177895602,9,Sabado
2,1,324,1.2135390212409858,-55.94335994248278,18,Viernes
1,1,260,1.3319783481876135,29.610573536259704,18,Domingo
2,2,565,2.4140041526315863,-149.78253166869308,12,Viernes
1,1,475,1.4603441155991752,-16.44041417433333,17,Viernes
2,1,421,1.7315349168442649,-179.55319019607032,17,Lunes
2,1,771,4.4130744187505355,38.63220613642085,7,Lunes
2,1,984,4.065965023359936,35.816535093152964,19,Martes
2,6,428,1.2358418276195302,127.45560587579632,8,Viernes
1,1,512,3.7653122802905767,-141.9595034773164,20,Viernes
1,1,347,1.1952189516479481,159.77259316862478,9,Miercoles
2,5,890,1.1393031468632264,26.099839169113693,8,Martes
1,1,664,2.2808169648699472,70.38880757066012,22,Jueves
1,1,50,0.006019436729879101,32.262566692536566,18,Viernes
2,1,420,2.0661567762392954,29.268440781949305,9,Domingo
1,1,119,0.5691753663691637,118.04854272012192,14,Jueves
1,1,683,2.130813538320736,132.51277630523097,15,Lunes
2,1,384,1.493479713320979,20.261265196874863,16,Miercoles
1,1,761,2.337653799373586,68.50061757528954,16,Martes
1,1,212,1.0917898133598771,105.49942276228764,2,Sabado
1,1,838,2.389677377322295,-177.65743180740523,19,Viernes
1,1,404,1.6577121677717432,-150.78321635602103,10,Viernes
1,1,856,3.0740173017630923,-136.5973003070013,8,Miercoles
1,1,289,1.055493773573657,20.48302719372275,14,Martes
2,1,469,1.873534402297632,145.40265573661696,10,Jueves
1,1,406,0.5854336477719758,-98.53964305171966,12,Miercoles
2,3,343,1.57365138041881,44.73966111437158,21,Martes
2,6,700,2.572755012068925,-171.3909814148066,11,Jueves
2,5,834,2.458633496244725,35.729266370104696,8,Miercoles
2,6,861,3.107713033931012,-169.59241998091446,11,Viernes
1,1,117,0.8120576709311883,28.89999788787989,22,Lunes
1,1,513,3.1813226986984104,3.972187710288973,4,Domingo
2,2,534,1.472537026837321,140.5296142704939,12,Sabado
2,3,358,1.4660914359761543,32.21961537121467,20,Miercoles
2,5,615,1.8499533595481283,-86.6935513393022,0,Viernes
2,1,900,1.1274925300114278,34.86102340694165,16,Miercoles
2,5,438,1.3860642127092206,-150.710441876037,10,Martes
2,1,865,4.038384820047009,-119.71380923626849,17,Lunes
1,1,914,2.5936264454781077,41.500481902422315,16,Lunes
1,1,814,1.5053623341704607,178.11589440304763,15,Jueves
1,1,272,1.2614556970228386,29.11800807080472,9,Martes
1,1,348,0.9839752371755386,23.519529549293193,21,Lunes
2,1,834,4.0341597797709525,18.13344470808511,0,Miercoles
2,1,761,2.501658327528254,-13.487314620444488,18,Jueves
2,5,291,1.2046489806250869,-4.557498000701607,9,Domingo
1,1,379,1.977100063884843,-150.7526473178524,12,Jueves
1,1,501,1.358218780615621,64.38630942946499,11,Sabado
1,1,483,1.5518561150083874,-71.85504125287349,0,Domingo
2,3,774,5.1489474868989005,148.71649294712705,2,Jueves
1,1,30,0.0008483499650390193,180.0,4,Sabado
1,1,330,0.8393378633903014,-83.11781025907099,14,Viernes
2,1,482,1.3600069058322803,-33.388099202982524,8,Miercoles
1,1,562,3.808763984300618,6.121642772455652,9,Lunes
1,1,416,1.5230591596777299,10.098538577483467,2,Sabado
2,1,900,4.569367637240988,-155.6802008946853,22,Sabado
2,1,198,0.6194705301422988,47.42584768430292,17,Sabado
2,1,822,1.2892986249206837,-122.2470003459441,17,Miercoles
1,1,742,0.4907778759370594,-22.23182162724969,15,Miercoles
1,1,905,3.609642199709117,-153.24268897589693,21,Domingo
1,1,229,0.6945801171724807,-12.28255504320259,19,Lunes
2,1,866,3.8161715808662273,16.899136121454873,9,Sabado
2,1,677,1.8004792664024245,-164.78949837331845,21,Viernes
2,1,229,0.8956306009975828,165.9157903959678,22,Jueves
1,1,16,0.011020416803433278,-54.735676505296965,8,Miercoles
2,6,903,1.2268095999802282,55.16309282108008,13,Miercoles
1,1,839,2.105045680286344,-140.83498991051613,17,Viernes
2,5,437,1.2284348392502409,-107.2702970029057,13,Martes
1,1,442,1.6678470451649532,50.703289956859706,7,Lunes
1,1,593,2.168611230255108,40.90015268337704,23,Miercoles
2,2,796,1.9352529893547643,-146.96492005421769,11,Lunes
2,1,524,1.6790420796911298,37.481465305216105,0,Viernes
2,1,950,4.526855161633426,-86.94239530946611,6,Domingo
1,2,635,5.503281520773529,28.737233416145862,22,Martes
1,1,455,1.0883529421410547,-175.52773344581516,19,Martes
1,1,348,0.9069555199423388,159.5172630272011,14,Sabado
2,1,723,1.6860365404003488,88.09040222875862,14,Domingo
2,2,318,0.7805681277885318,116.77266843861672,12,Sabado
2,1,518,1.2184798535323444,79.07897501588891,18,Miercoles
1,1,544,1.2118693897391886,-13.590019074110055,19,Viernes
1,1,183,0.5906477425537547,148.32052952925847,10,Domingo
2,1,215,0.6821267158965446,-134.64064847267,12,Martes
2,5,355,1.1590183971102443,31.165389410175532,12,Domingo
1,1,8,0.0,0.0,20,Viernes
2,5,94,0.8344313589909261,22.456370224850282,17,Lunes
2,1,525,0.9486590519009488,77.62923069885035,11,Viernes
1,1,386,1.2397399161867404,22.40736470011529,10,Jueves
1,1,106,0.2565469004878479,57.607627470430614,1,Sabado
1,1,812,2.393226108396,87.75604136067409,18,Miercoles
2,1,902,1.6434327772806128,-104.93607198464218,12,Lunes
2,1,808,0.6202454840290968,6.784327377449977,13,Domingo
1,1,918,2.1190409420403467,82.52733419898749,10,Lunes
2,3,106,0.38858410599571397,64.73321654853592,10,Domingo
1,1,602,1.116146727515312,-105.83067466242416,9,Jueves
1,1,490,2.2771713792464943,5.243421551061685,6,Lunes
2,2,255,0.8838000066436977,24.628996050937747,2,Sabado
2,3,866,4.495767802781753,18.11849496829516,19,Jueves
2,1,266,0.411292692832845,78.39669740925595,20,Martes
1,1,917,2.8248087859350086,24.90545941517973,14,Jueves
1,1,765,2.3310207534140948,-23.038142621585358,23,Lunes
1,1,910,2.350936653131284,-94.03634071170966,10,Viernes
1,1,318,0.97804304790717,104.38561564908701,13,Jueves
2,1,348,1.697266520759275,44.37175377939997,12,Sabado
2,1,813,1.9545891743159696,80.7261243499127,20,Domingo
1,1,612,2.4111347208099496,38.97048769558151,8,Viernes
1,1,362,2.7819422196371364,-143.6838327244335,7,Martes
2,1,582,2.057389348238857,-1.342450805949594,16,Domingo
1,1,228,0.6338769806405014,-119.76844529442579,19,Domingo
2,6,648,2.7296984482058577,-144.75401986861857,22,Sabado
